Player,Betting Odds,Winning Probability,Normalized Winning Probability
Aleksandar Kovacevic,50000,0.19960079840319359,0.001316451074406526
Camilo Ugo Carabelli,50000,0.19960079840319359,0.001316451074406526
Dominic Stephan Stricker,50000,0.19960079840319359,0.001316451074406526
Dominic Thiem,50000,0.19960079840319359,0.001316451074406526
Dominik Koepfer,50000,0.19960079840319359,0.001316451074406526
Hugo Grenier,50000,0.19960079840319359,0.001316451074406526
Jan Choinski,50000,0.19960079840319359,0.001316451074406526
Kyrian Jacquet,50000,0.19960079840319359,0.001316451074406526
Luca Nardi,50000,0.19960079840319359,0.001316451074406526
Luciano Darderi,50000,0.19960079840319359,0.001316451074406526
Maks Kasnikowski,50000,0.19960079840319359,0.001316451074406526
Maximilian Marterer,50000,0.19960079840319359,0.001316451074406526
Sebastian Ofner,50000,0.19960079840319359,0.001316451074406526
Sumit Nagal,50000,0.19960079840319359,0.001316451074406526
Thiago Monteiro,50000,0.19960079840319359,0.001316451074406526
Thiago Seyboth Wild,50000,0.19960079840319359,0.001316451074406526
