,Round_64,Round_32,Round_16,Round_8,Round_4,Round_2,Runner_up,Champion
Andrey Rublev,0.9058,0.8176,0.7242,0.5076,0.0904,0.0552,0.0216,0.0216
Aslan Karatsev,0.4332,0.0506,0.024,0.0046,0.0002,0.0,0.0,0.0
Tomas Barrios Vera,0.5058,0.2534,0.0474,0.0128,0.0008,0.0002,0.0,0.0
David Goffin,0.4892,0.247,0.0452,0.0108,0.0002,0.0,0.0,0.0
Alexander Bublik,0.6088,0.3676,0.1084,0.0286,0.0024,0.0002,0.0,0.0
J J Wolf,0.589,0.2846,0.0724,0.0162,0.001,0.0004,0.0,0.0
Maximilian Marterer,0.4456,0.0624,0.0246,0.0038,0.0,0.0,0.0,0.0
Michael Mmoh,0.1296,0.0668,0.029,0.0052,0.0002,0.0,0.0,0.0
Lorenzo Musetti,0.5622,0.3026,0.128,0.0058,0.0012,0.0002,0.0002,0.0002
Jaume Munar,0.3306,0.1266,0.0326,0.0012,0.0,0.0,0.0,0.0
Jan Choinski,0.7026,0.2246,0.1064,0.0084,0.0018,0.0006,0.0002,0.0002
Hubert Hurkacz,0.8326,0.6548,0.4778,0.0454,0.0188,0.0072,0.002,0.002
Tomas Martin Etcheverry,0.4342,0.1592,0.004,0.0012,0.0,0.0,0.0,0.0
Stan Wawrinka,0.3588,0.181,0.0056,0.0008,0.0,0.0,0.0,0.0
Jordan Thompson,0.2182,0.0044,0.0016,0.0006,0.0,0.0,0.0,0.0
Novak Djokovic,0.965,0.9436,0.9316,0.8984,0.8152,0.7446,0.6204,0.6204
Jeremy Chardy,0.0524,0.021,0.011,0.0016,0.0004,0.0004,0.0,0.0
Arthur Rinderknech,0.4972,0.0464,0.024,0.0022,0.001,0.0002,0.0,0.0
Ugo Humbert,0.404,0.211,0.0218,0.0028,0.0006,0.0,0.0,0.0
Marco Cecchinato,0.4416,0.173,0.0156,0.001,0.0002,0.0,0.0,0.0
Gijs Brouwer,0.1068,0.0534,0.0106,0.0022,0.0006,0.0004,0.0,0.0
Marc Andrea Huesler,0.4708,0.0628,0.0088,0.002,0.0002,0.0,0.0,0.0
Lorenzo Sonego,0.0958,0.0306,0.004,0.0004,0.0002,0.0,0.0,0.0
Kimmer Coppejans,0.2432,0.0398,0.007,0.0008,0.0004,0.0,0.0,0.0
Yibing Wu,0.2998,0.1718,0.0882,0.0412,0.0052,0.0006,0.0,0.0
Alexei Popyrin,0.3548,0.072,0.0222,0.007,0.0004,0.0002,0.0,0.0
Federico Coria,0.3026,0.1118,0.0286,0.0106,0.0012,0.0,0.0,0.0
Sho Shimabukuro,0.4194,0.1932,0.0724,0.031,0.0026,0.0004,0.0,0.0
Arthur Fils,0.4614,0.2036,0.0936,0.0366,0.0034,0.0008,0.0,0.0
Zhizhen Zhang,0.3424,0.1466,0.06,0.0218,0.0032,0.001,0.0,0.0
Matteo Arnaldi,0.59,0.2348,0.092,0.0344,0.0054,0.0008,0.0,0.0
George Loffhagen,0.3542,0.2018,0.0882,0.0324,0.0034,0.0002,0.0002,0.0002
Arthur Fery,0.1046,0.0528,0.0316,0.0156,0.0028,0.0004,0.0,0.0
Alexander Shevchenko,0.5484,0.0752,0.0444,0.0178,0.0024,0.0006,0.0,0.0
Hugo Dellien,0.4886,0.2184,0.0236,0.01,0.0012,0.0002,0.0,0.0
Tallon Griekspoor,0.4606,0.235,0.0246,0.0084,0.0004,0.0,0.0,0.0
Nuno Borges,0.483,0.2506,0.1078,0.0186,0.002,0.0002,0.0,0.0
Sebastian Ofner,0.5472,0.2632,0.1108,0.018,0.0028,0.0006,0.0,0.0
Dennis Novak,0.3432,0.1034,0.0422,0.0064,0.0002,0.0,0.0,0.0
Shintaro Mochizuki,0.3254,0.1564,0.0726,0.0128,0.0018,0.0,0.0,0.0
Tomas Machac,0.167,0.091,0.0374,0.0046,0.0016,0.0006,0.0,0.0
Thiago Monteiro,0.4516,0.0792,0.0306,0.0032,0.0006,0.0,0.0,0.0
Hamad Medjedovic,0.5956,0.231,0.0636,0.0112,0.0024,0.0004,0.0,0.0
Sebastian Korda,0.7512,0.5314,0.2148,0.0584,0.017,0.0034,0.0004,0.0004
Taro Daniel,0.3538,0.1236,0.0098,0.0018,0.0002,0.0,0.0,0.0
Maxime Cressy,0.616,0.366,0.0694,0.0226,0.0042,0.0008,0.0,0.0
Ryan Peniston,0.4842,0.068,0.0364,0.0134,0.003,0.0006,0.0,0.0
Dominic Thiem,0.0972,0.0556,0.0348,0.014,0.0028,0.0006,0.0002,0.0002
Juan Manuel Cerundolo,0.1188,0.0392,0.0202,0.0064,0.0012,0.0002,0.0,0.0
Miomir Kecmanovic,0.4796,0.0974,0.063,0.0296,0.0092,0.0004,0.0002,0.0002
Daniel Altmaier,0.3684,0.1294,0.0106,0.0028,0.0,0.0,0.0,0.0
Daniel Evans,0.6648,0.3932,0.0654,0.023,0.006,0.0004,0.0,0.0
Yoshihito Nishioka,0.421,0.2036,0.0486,0.007,0.0016,0.0,0.0,0.0
Dominik Koepfer,0.4368,0.1918,0.0452,0.0064,0.001,0.0,0.0,0.0
Alex Molcan,0.522,0.151,0.09,0.022,0.0048,0.0002,0.0,0.0
Yannick Hanfmann,0.1764,0.07,0.0334,0.0068,0.0016,0.0,0.0,0.0
Borna Coric,0.6856,0.4254,0.2104,0.0578,0.0156,0.001,0.0,0.0
Benjamin Bonzi,0.4584,0.186,0.058,0.0114,0.0016,0.0,0.0,0.0
Richard Gasquet,0.4778,0.1784,0.0878,0.0196,0.0024,0.0,0.0,0.0
Roberto Bautista Agut,0.667,0.4502,0.296,0.099,0.0332,0.0016,0.0002,0.0002
Radu Albot,0.1958,0.0816,0.012,0.0038,0.0004,0.0,0.0,0.0
Lloyd Harris,0.5292,0.171,0.0294,0.0104,0.0012,0.0,0.0,0.0
Constant Lestienne,0.5166,0.0864,0.0346,0.0132,0.0026,0.0,0.0,0.0
Laurent Lokoli,0.1284,0.0656,0.0284,0.0122,0.0028,0.0,0.0,0.0
Max Purcell,0.0942,0.0458,0.0226,0.005,0.0,0.0,0.0,0.0
Luca Van Assche,0.5668,0.086,0.044,0.0142,0.002,0.0006,0.0,0.0
Sebastian Baez,0.4942,0.2296,0.0352,0.0072,0.0008,0.0002,0.0,0.0
Fabian Marozsan,0.5108,0.27,0.0574,0.017,0.001,0.0004,0.0,0.0
Mackenzie Mcdonald,0.3912,0.1878,0.0406,0.0092,0.0006,0.0002,0.0,0.0
Enzo Couacaud,0.411,0.16,0.0316,0.0062,0.0002,0.0002,0.0,0.0
Borna Gojo,0.5544,0.1066,0.0482,0.01,0.001,0.0004,0.0,0.0
Felix Auger Aliassime,0.8704,0.7642,0.6452,0.3416,0.0544,0.026,0.0098,0.0098
Juan Pablo Varillas,0.4378,0.2026,0.0656,0.0042,0.0006,0.0,0.0,0.0
John Isner,0.6694,0.3682,0.1524,0.0068,0.001,0.0,0.0,0.0
Dusan Lajovic,0.2974,0.0436,0.012,0.0002,0.0,0.0,0.0,0.0
Albert Ramos,0.1674,0.077,0.0252,0.0012,0.0002,0.0,0.0,0.0
Bernabe Zapata Miralles,0.5658,0.234,0.0074,0.0016,0.0006,0.0,0.0,0.0
Emil Ruusuvuori,0.6412,0.4258,0.015,0.0048,0.0006,0.0002,0.0,0.0
Brandon Nakashima,0.7818,0.0376,0.027,0.015,0.0042,0.0012,0.0004,0.0004
Pedro Cachin,0.035,0.0144,0.0078,0.0044,0.0006,0.0,0.0,0.0
