Player,Betting Odds,Winning Probability,Normalized Winning Probability
Francisco Cerundolo,35000,0.2849002849002849,0.0017949934621833438
Jordan Thompson,40000,0.24937655860349126,0.0015711788160258195
Juncheng Shang,40000,0.24937655860349126,0.0015711788160258195
Borna Coric,40000,0.24937655860349126,0.0015711788160258195
Alejandro Davidovich Fokina,40000,0.24937655860349126,0.0015711788160258195
Aleksandar Vukic,40000,0.24937655860349126,0.0015711788160258195
Lloyd Harris,40000,0.24937655860349126,0.0015711788160258195
Lorenzo Sonego,40000,0.24937655860349126,0.0015711788160258195
Stanislas Wawrinka,40000,0.24937655860349126,0.0015711788160258195
Tomas Machac,40000,0.24937655860349126,0.0015711788160258195
Luciano Darderi,50000,0.19960079840319359,0.0012575702699128813
Adam Walton,50000,0.19960079840319359,0.0012575702699128813
Alexandre Muller,50000,0.19960079840319359,0.0012575702699128813
Arthur Cazaux,50000,0.19960079840319359,0.0012575702699128813
Arthur Rinderknech,50000,0.19960079840319359,0.0012575702699128813
Aslan Karatsev,50000,0.19960079840319359,0.0012575702699128813
Botic Van de Zandschulp,50000,0.19960079840319359,0.0012575702699128813
Christopher O'Connell,50000,0.19960079840319359,0.0012575702699128813
Daniel Altmaier,50000,0.19960079840319359,0.0012575702699128813
Dusan Lajovic,50000,0.19960079840319359,0.0012575702699128813
Elias Ymer,50000,0.19960079840319359,0.0012575702699128813
Felipe Meligeni Rodrigues Alves,50000,0.19960079840319359,0.0012575702699128813
Jacob Fearnley,50000,0.19960079840319359,0.0012575702699128813
Jaume Munar,50000,0.19960079840319359,0.0012575702699128813
Kei Nishikori,50000,0.19960079840319359,0.0012575702699128813
Laslo Djere,50000,0.19960079840319359,0.0012575702699128813
Mackenzie McDonald,50000,0.19960079840319359,0.0012575702699128813
Otto Virtanen,50000,0.19960079840319359,0.0012575702699128813
Pavel Kotov,50000,0.19960079840319359,0.0012575702699128813
Thanasi Kokkinakis,50000,0.19960079840319359,0.0012575702699128813
Thiago Seyboth Wild,50000,0.19960079840319359,0.0012575702699128813
Tomas Martin Etcheverry,50000,0.19960079840319359,0.0012575702699128813
Sebastian Korda,6600,1.4925373134328357,0.009403622466064979
Andrey Rublev,6600,1.4925373134328357,0.009403622466064979
Paul Jubb,20000,0.4975124378109453,0.00313454082202166
Andy Murray,25000,0.398406374501992,0.0025101302997065883
Nicolas Jarry,30000,0.33222591362126247,0.002093165133642371
Jakub Mensik,35000,0.2849002849002849,0.0017949934621833438
Adrian Mannarino,40000,0.24937655860349126,0.0015711788160258195
Alex Michelsen,40000,0.24937655860349126,0.0015711788160258195
Cristian Garin,40000,0.24937655860349126,0.0015711788160258195
Marton Fucsovics,40000,0.24937655860349126,0.0015711788160258195
Max Purcell,40000,0.24937655860349126,0.0015711788160258195
Zizou Bergs,40000,0.24937655860349126,0.0015711788160258195
Liam Broady,50000,0.19960079840319359,0.0012575702699128813
Alejandro Moro Canas,50000,0.19960079840319359,0.0012575702699128813
Aleksandar Kovacevic,50000,0.19960079840319359,0.0012575702699128813
Alex Bolt,50000,0.19960079840319359,0.0012575702699128813
Alexander Shevchenko,50000,0.19960079840319359,0.0012575702699128813
Arthur Fery,50000,0.19960079840319359,0.0012575702699128813
Billy Harris,50000,0.19960079840319359,0.0012575702699128813
Charles Broom,50000,0.19960079840319359,0.0012575702699128813
Constant Lestienne,50000,0.19960079840319359,0.0012575702699128813
Dominic Stephan Stricker,50000,0.19960079840319359,0.0012575702699128813
Fabian Marozsan,50000,0.19960079840319359,0.0012575702699128813
Facundo Diaz Acosta,50000,0.19960079840319359,0.0012575702699128813
Federico Coria,50000,0.19960079840319359,0.0012575702699128813
Henry Searle,50000,0.19960079840319359,0.0012575702699128813
Hugo Gaston,50000,0.19960079840319359,0.0012575702699128813
James Duckworth,50000,0.19960079840319359,0.0012575702699128813
Jan Choinski,50000,0.19960079840319359,0.0012575702699128813
Luca Nardi,50000,0.19960079840319359,0.0012575702699128813
Luca Van Assche,50000,0.19960079840319359,0.0012575702699128813
Mariano Navone,50000,0.19960079840319359,0.0012575702699128813
Mark Lajal,50000,0.19960079840319359,0.0012575702699128813
Matteo Arnaldi,50000,0.19960079840319359,0.0012575702699128813
Mattia Bellucci,50000,0.19960079840319359,0.0012575702699128813
Maxime Janvier,50000,0.19960079840319359,0.0012575702699128813
Maximilian Marterer,50000,0.19960079840319359,0.0012575702699128813
Nuno Borges,50000,0.19960079840319359,0.0012575702699128813
Pablo Carreno Busta,50000,0.19960079840319359,0.0012575702699128813
Pedro Martinez,50000,0.19960079840319359,0.0012575702699128813
Radu Albot,50000,0.19960079840319359,0.0012575702699128813
Rinky Hijikata,50000,0.19960079840319359,0.0012575702699128813
Roberto Carballes Baena,50000,0.19960079840319359,0.0012575702699128813
Sebastian Baez,50000,0.19960079840319359,0.0012575702699128813
Sebastian Ofner,50000,0.19960079840319359,0.0012575702699128813
Soonwoo Kwon,50000,0.19960079840319359,0.0012575702699128813
Sumit Nagal,50000,0.19960079840319359,0.0012575702699128813
Taro Daniel,50000,0.19960079840319359,0.0012575702699128813
Thiago Monteiro,50000,0.19960079840319359,0.0012575702699128813
Vit Kopriva,50000,0.19960079840319359,0.0012575702699128813
Yannick Hanfmann,50000,0.19960079840319359,0.0012575702699128813
