Player,Betting Odds,Winning Probability,Normalized Winning Probability
Arthur Rinderknech,50000,0.19960079840319359,0.0012969436720273668
Benjamin Bonzi,50000,0.19960079840319359,0.0012969436720273668
Bernabe Zapata Miralles,50000,0.19960079840319359,0.0012969436720273668
Constant Lestienne,50000,0.19960079840319359,0.0012969436720273668
Cristian Garin,50000,0.19960079840319359,0.0012969436720273668
Dane Sweeny,50000,0.19960079840319359,0.0012969436720273668
Daniel Altmaier,50000,0.19960079840319359,0.0012969436720273668
Dino Prizmic,50000,0.19960079840319359,0.0012969436720273668
Dominik Koepfer,50000,0.19960079840319359,0.0012969436720273668
Dusan Lajovic,50000,0.19960079840319359,0.0012969436720273668
Facundo Diaz Acosta,50000,0.19960079840319359,0.0012969436720273668
Federico Coria,50000,0.19960079840319359,0.0012969436720273668
Gregoire Barrere,50000,0.19960079840319359,0.0012969436720273668
James Duckworth,50000,0.19960079840319359,0.0012969436720273668
James McCabe,50000,0.19960079840319359,0.0012969436720273668
Jason Kubler,50000,0.19960079840319359,0.0012969436720273668
Jiri Vesely,50000,0.19960079840319359,0.0012969436720273668
JJ Wolf,50000,0.19960079840319359,0.0012969436720273668
Juan Pablo Varillas,50000,0.19960079840319359,0.0012969436720273668
Laslo Djere,50000,0.19960079840319359,0.0012969436720273668
Mackenzie McDonald,50000,0.19960079840319359,0.0012969436720273668
Marc Polmans,50000,0.19960079840319359,0.0012969436720273668
Marcos Giron,50000,0.19960079840319359,0.0012969436720273668
Mate Valkusz,50000,0.19960079840319359,0.0012969436720273668
Maximilian Marterer,50000,0.19960079840319359,0.0012969436720273668
Omar Jasika,50000,0.19960079840319359,0.0012969436720273668
Patrick Kypson,50000,0.19960079840319359,0.0012969436720273668
Pedro Cachin,50000,0.19960079840319359,0.0012969436720273668
Roberto Carballes Baena,50000,0.19960079840319359,0.0012969436720273668
Shintaro Mochizuki,50000,0.19960079840319359,0.0012969436720273668
Soon Woo Kwon,50000,0.19960079840319359,0.0012969436720273668
Taro Daniel,50000,0.19960079840319359,0.0012969436720273668
Terence Atmane,50000,0.19960079840319359,0.0012969436720273668
Thiago Seyboth Wild,50000,0.19960079840319359,0.0012969436720273668
Vit Kopriva,50000,0.19960079840319359,0.0012969436720273668
Yannick Hanfmann,50000,0.19960079840319359,0.0012969436720273668
