,Round_64,Round_32,Round_16,Round_8,Round_4,Round_2,Runner_up,Champion
Lorenzo Sonego,0.5258,0.3266,0.0902,0.0342,0.006,0.0018,0.0004,0.0004
Ugo Humbert,0.5794,0.2386,0.052,0.0152,0.002,0.0002,0.0002,0.0002
Corentin Moutet,0.703,0.2674,0.1868,0.0894,0.026,0.0062,0.0018,0.0018
Andrey Rublev,0.7606,0.5598,0.4714,0.3106,0.1276,0.0596,0.0292,0.0292
Holger Rune,0.884,0.7386,0.564,0.4092,0.241,0.1276,0.057,0.057
Gael Monfils,0.4292,0.0848,0.0336,0.011,0.0028,0.0004,0.0,0.0
Genaro Alberto Olivieri,0.507,0.188,0.043,0.0144,0.0038,0.0008,0.0002,0.0002
Andrea Vavassori,0.2434,0.1098,0.021,0.004,0.0006,0.0006,0.0,0.0
Francisco Cerundolo,0.5706,0.3828,0.1514,0.0514,0.0196,0.0056,0.001,0.001
Yannick Hanfmann,0.5082,0.185,0.0446,0.0098,0.0018,0.0002,0.0,0.0
Arthur Rinderknech,0.5022,0.1604,0.0824,0.0238,0.0064,0.0014,0.0002,0.0002
Taylor Fritz,0.8614,0.6474,0.494,0.2548,0.1324,0.0592,0.0198,0.0198
Tommy Paul,0.6306,0.5108,0.3766,0.1418,0.063,0.0214,0.0044,0.0044
Nicolas Jarry,0.551,0.1378,0.0606,0.0112,0.0018,0.0004,0.0,0.0
Marcos Giron,0.5182,0.2762,0.1054,0.0212,0.0042,0.0,0.0,0.0
Jiri Lehecka,0.5692,0.2928,0.1118,0.0206,0.0058,0.0008,0.0,0.0
Thiago Agustin Tirante,0.323,0.1826,0.0354,0.0152,0.0034,0.0006,0.0,0.0
Zhizhen Zhang,0.614,0.2194,0.0378,0.0142,0.0034,0.0006,0.0,0.0
Giulio Zeppieri,0.3466,0.0554,0.0228,0.0108,0.0026,0.0006,0.0,0.0
Casper Ruud,0.9034,0.745,0.619,0.5192,0.3524,0.211,0.1026,0.1026
Jannik Sinner,0.8842,0.775,0.633,0.3358,0.2354,0.1384,0.0562,0.0562
Daniel Altmaier,0.3374,0.0404,0.014,0.0004,0.0,0.0,0.0,0.0
Emil Ruusuvuori,0.7244,0.3942,0.1206,0.0296,0.0112,0.003,0.0004,0.0004
Grigor Dimitrov,0.6304,0.3474,0.1002,0.022,0.009,0.0022,0.0002,0.0002
Alexander Zverev,0.9108,0.7804,0.6114,0.4264,0.322,0.212,0.114,0.114
Alex Molcan,0.6394,0.1442,0.0662,0.0256,0.011,0.0034,0.0006,0.0006
Aslan Karatsev,0.4678,0.0944,0.0096,0.0022,0.0004,0.0,0.0,0.0
Frances Tiafoe,0.6966,0.5814,0.2202,0.1092,0.0596,0.0242,0.0076,0.0076
Borna Coric,0.736,0.4454,0.2324,0.1146,0.0338,0.0108,0.003,0.003
Pedro Cachin,0.321,0.1072,0.0332,0.011,0.002,0.0002,0.0,0.0
Tomas Martin Etcheverry,0.1916,0.0348,0.0074,0.0016,0.0002,0.0,0.0,0.0
Alex De Minaur,0.6112,0.3792,0.2254,0.1262,0.041,0.0176,0.005,0.005
Yoshihito Nishioka,0.45,0.2846,0.1112,0.0446,0.0102,0.0018,0.0,0.0
Max Purcell,0.5516,0.2074,0.062,0.0174,0.003,0.0002,0.0002,0.0002
Guido Pella,0.565,0.094,0.0266,0.0068,0.0004,0.0,0.0,0.0
Thiago Seyboth Wild,0.1778,0.1154,0.0454,0.0138,0.0018,0.0002,0.0,0.0
Flavio Cobolli,0.0722,0.0462,0.0168,0.0048,0.0014,0.0,0.0,0.0
Christopher Oconnell,0.5132,0.0354,0.0074,0.0014,0.0,0.0,0.0,0.0
Daniel Elahi Galan,0.627,0.2282,0.0414,0.0148,0.0042,0.0004,0.0,0.0
Brandon Nakashima,0.5454,0.388,0.1064,0.0632,0.025,0.007,0.0022,0.0022
Mikael Ymer,0.4014,0.275,0.1268,0.0322,0.0082,0.0028,0.0006,0.0006
Oscar Otte,0.519,0.1404,0.0428,0.007,0.0012,0.0002,0.0,0.0
Jurij Rodionov,0.6488,0.1836,0.0704,0.01,0.002,0.0006,0.0,0.0
Benoit Paire,0.0662,0.0158,0.0012,0.0,0.0,0.0,0.0,0.0
Felix Auger Aliassime,0.8892,0.7562,0.542,0.2814,0.1328,0.0542,0.0262,0.0262
Facundo Diaz Acosta,0.4626,0.0832,0.0272,0.0046,0.0004,0.0,0.0,0.0
Maxime Cressy,0.5668,0.2034,0.0602,0.0202,0.0044,0.0006,0.0,0.0
Mackenzie Mcdonald,0.272,0.141,0.041,0.009,0.0034,0.0004,0.0,0.0
Bernabe Zapata Miralles,0.4054,0.2024,0.0404,0.0118,0.0028,0.0004,0.0,0.0
John Isner,0.5394,0.2578,0.0548,0.0172,0.003,0.001,0.0,0.0
Eduardo Nava,0.5182,0.0768,0.0338,0.0086,0.0016,0.0,0.0,0.0
Jiri Vesely,0.0834,0.0384,0.0142,0.0024,0.0,0.0,0.0,0.0
Aleksandar Kovacevic,0.0862,0.0508,0.0274,0.014,0.0042,0.0004,0.0,0.0
Hugo Grenier,0.4682,0.0358,0.0134,0.0054,0.0012,0.0,0.0,0.0
Marco Cecchinato,0.4342,0.14,0.0126,0.0052,0.001,0.0,0.0,0.0
Arthur Fils,0.3486,0.1854,0.0208,0.0082,0.0022,0.0,0.0,0.0
Yibing Wu,0.4962,0.2846,0.1222,0.0202,0.0074,0.0018,0.0006,0.0006
Juncheng Shang,0.472,0.1968,0.0726,0.0092,0.002,0.0002,0.0,0.0
Pedro Martinez,0.4934,0.1366,0.0578,0.0062,0.0016,0.0002,0.0,0.0
David Goffin,0.3138,0.1852,0.0964,0.016,0.0038,0.001,0.0,0.0
Constant Lestienne,0.1872,0.0992,0.0522,0.016,0.0032,0.0004,0.0002,0.0002
Patrick Kypson,0.6386,0.1632,0.0868,0.0304,0.005,0.0008,0.0,0.0
Albert Ramos,0.5494,0.2482,0.0658,0.0194,0.0034,0.0006,0.0002,0.0002
Daniel Evans,0.5306,0.3076,0.098,0.0294,0.0056,0.0008,0.0,0.0
Ben Shelton,0.4742,0.286,0.0768,0.0264,0.0018,0.0002,0.0,0.0
Adrian Mannarino,0.4206,0.1488,0.0232,0.0052,0.0,0.0,0.0,0.0
Arthur Cazaux,0.297,0.0634,0.0354,0.0088,0.0016,0.0002,0.0002,0.0002
Laslo Djere,0.2394,0.1094,0.0642,0.0286,0.0064,0.0012,0.0006,0.0006
Christopher Eubanks,0.116,0.0416,0.013,0.0044,0.0002,0.0002,0.0,0.0
Sebastian Baez,0.5708,0.135,0.0632,0.0252,0.0076,0.0014,0.0002,0.0002
Giovanni Mpetshi Perricard,0.493,0.1654,0.0396,0.013,0.0028,0.0006,0.0,0.0
Miomir Kecmanovic,0.7566,0.5368,0.2226,0.1158,0.0478,0.017,0.0046,0.0046
Jaume Munar,0.4294,0.262,0.0912,0.0268,0.0056,0.0018,0.0006,0.0006
Thiago Monteiro,0.4918,0.1702,0.0438,0.0096,0.0018,0.0002,0.0002,0.0002
Richard Gasquet,0.4978,0.1482,0.0754,0.0232,0.0068,0.001,0.0002,0.0002
Michael Mmoh,0.1386,0.044,0.0172,0.0036,0.0006,0.0,0.0,0.0
Dominic Stricker,0.3694,0.2594,0.1616,0.0498,0.0164,0.0044,0.0006,0.0006
Hugo Dellien,0.449,0.092,0.0356,0.0042,0.0006,0.0,0.0,0.0
Hamad Medjedovic,0.4818,0.2354,0.085,0.0184,0.0052,0.0014,0.0,0.0
Jan Lennard Struff,0.4308,0.1956,0.0634,0.0104,0.0016,0.0002,0.0,0.0
Botic Van De Zandschulp,0.677,0.5008,0.162,0.0988,0.0372,0.0132,0.0038,0.0038
Dusan Lajovic,0.386,0.0972,0.0108,0.0046,0.0008,0.0,0.0,0.0
Alexander Bublik,0.6534,0.1656,0.0996,0.0542,0.0188,0.0064,0.0006,0.0006
Elias Ymer,0.0966,0.034,0.0126,0.0054,0.0012,0.0004,0.0002,0.0002
Alexandre Muller,0.1158,0.0592,0.0236,0.005,0.0016,0.0002,0.0,0.0
Marc Andrea Huesler,0.6626,0.1254,0.0588,0.011,0.0032,0.0012,0.0002,0.0002
Gregoire Barrere,0.2756,0.096,0.0142,0.0014,0.0004,0.0,0.0,0.0
Timofey Skatov,0.3696,0.1624,0.0356,0.0048,0.001,0.0,0.0,0.0
Lloyd Harris,0.0892,0.0338,0.0096,0.0022,0.0008,0.0,0.0,0.0
Hugo Gaston,0.3606,0.0416,0.0168,0.0046,0.0016,0.0004,0.0,0.0
Alexei Popyrin,0.5322,0.1156,0.0146,0.003,0.0008,0.0,0.0,0.0
Filip Krajinovic,0.3034,0.2086,0.0516,0.0168,0.0072,0.0018,0.0004,0.0004
Federico Coria,0.264,0.0902,0.0278,0.008,0.0012,0.0,0.0,0.0
Dominic Thiem,0.679,0.3572,0.1734,0.077,0.0204,0.0072,0.0018,0.0018
Jack Draper,0.8084,0.3834,0.2002,0.0978,0.0286,0.009,0.003,0.003
Ilya Ivashka,0.3888,0.2026,0.1002,0.0384,0.0108,0.0032,0.0002,0.0002
J J Wolf,0.55,0.3724,0.1534,0.0674,0.018,0.0044,0.001,0.001
Jordan Thompson,0.4484,0.1356,0.0376,0.0116,0.0022,0.0004,0.0,0.0
Quentin Halys,0.435,0.0576,0.0128,0.003,0.0002,0.0,0.0,0.0
Daniil Medvedev,0.8222,0.733,0.551,0.3608,0.161,0.0788,0.026,0.026
