,Round_64,Round_32,Round_16,Round_8,Round_4,Round_2,Runner_up,Champion
Stefanos Tsitsipas,0.702,0.5316,0.4122,0.2686,0.1722,0.086,0.0296,0.0296
Jannik Sinner,0.838,0.6074,0.4924,0.3268,0.2096,0.0718,0.0366,0.0366
Diego Schwartzman,0.333,0.0866,0.0466,0.0146,0.0066,0.0012,0.0002,0.0002
Aleksandar Vukic,0.6462,0.2954,0.0766,0.0214,0.0066,0.001,0.0002,0.0002
Quentin Halys,0.24,0.09,0.0094,0.0014,0.0002,0.0,0.0,0.0
Daniel Elahi Galan,0.5208,0.3184,0.111,0.0384,0.0168,0.0026,0.0006,0.0006
Oscar Otte,0.6254,0.2734,0.0902,0.0302,0.0106,0.0012,0.0006,0.0006
Mikael Ymer,0.5444,0.2028,0.1148,0.0494,0.024,0.0036,0.0012,0.0012
Taylor Fritz,0.846,0.6032,0.4634,0.2798,0.1796,0.0608,0.0298,0.0298
Guido Pella,0.2346,0.0942,0.026,0.0064,0.0008,0.0,0.0,0.0
Harold Mayot,0.4532,0.1568,0.0596,0.016,0.004,0.0006,0.0002,0.0002
Corentin Moutet,0.5528,0.3072,0.1746,0.08,0.0294,0.0066,0.0014,0.0014
Roman Safiullin,0.4264,0.1836,0.0812,0.0266,0.0098,0.0016,0.0004,0.0004
Denis Shapovalov,0.7794,0.584,0.2816,0.1668,0.077,0.0176,0.0066,0.0066
Gregoire Barrere,0.4086,0.1122,0.0244,0.0082,0.002,0.0002,0.0,0.0
Liam Broady,0.4934,0.1286,0.0534,0.0204,0.0068,0.0008,0.0002,0.0002
Casper Ruud,0.8234,0.6624,0.4806,0.3312,0.1882,0.0638,0.0326,0.0326
Andrey Rublev,0.83,0.6974,0.5528,0.3136,0.107,0.0632,0.0298,0.0298
Aslan Karatsev,0.412,0.0744,0.0296,0.0048,0.0002,0.0,0.0,0.0
Tomas Barrios Vera,0.383,0.1392,0.0338,0.008,0.0008,0.0,0.0,0.0
David Goffin,0.5886,0.347,0.1226,0.0346,0.0056,0.0006,0.0002,0.0002
Alexander Bublik,0.637,0.3972,0.1568,0.0766,0.0152,0.0082,0.003,0.003
J J Wolf,0.6848,0.3328,0.1094,0.0492,0.0082,0.0042,0.001,0.001
Maximilian Marterer,0.4038,0.0572,0.0128,0.0034,0.0004,0.0002,0.0002,0.0002
Michael Mmoh,0.0958,0.0446,0.0112,0.0022,0.0,0.0,0.0,0.0
Lorenzo Musetti,0.6782,0.4046,0.2118,0.036,0.013,0.0038,0.001,0.001
Jaume Munar,0.392,0.1544,0.0566,0.0056,0.0002,0.0,0.0,0.0
Jan Choinski,0.601,0.1812,0.0686,0.0084,0.0022,0.0004,0.0,0.0
Hubert Hurkacz,0.7966,0.6302,0.416,0.1002,0.0444,0.0196,0.0084,0.0084
Tomas Martin Etcheverry,0.3624,0.1036,0.0046,0.0006,0.0004,0.0,0.0,0.0
Stan Wawrinka,0.3652,0.2032,0.0144,0.005,0.0004,0.0002,0.0,0.0
Jordan Thompson,0.2618,0.0126,0.0058,0.0012,0.0002,0.0,0.0,0.0
Novak Djokovic,0.9602,0.8648,0.818,0.7392,0.6038,0.5076,0.4046,0.4046
Jeremy Chardy,0.1132,0.0526,0.0254,0.0042,0.0004,0.0,0.0,0.0
Arthur Rinderknech,0.5838,0.1028,0.0606,0.0128,0.005,0.002,0.0006,0.0006
Ugo Humbert,0.4458,0.2632,0.0426,0.007,0.002,0.0,0.0,0.0
Marco Cecchinato,0.487,0.1844,0.0252,0.0026,0.0006,0.0,0.0,0.0
Gijs Brouwer,0.1442,0.0732,0.0146,0.0032,0.001,0.0008,0.0,0.0
Marc Andrea Huesler,0.5272,0.0994,0.022,0.0052,0.002,0.0012,0.0002,0.0002
Lorenzo Sonego,0.1706,0.06,0.014,0.0046,0.0016,0.0012,0.0002,0.0002
Kimmer Coppejans,0.176,0.0204,0.0046,0.0008,0.0006,0.0,0.0,0.0
Yibing Wu,0.2408,0.1224,0.0538,0.0186,0.0036,0.0014,0.0002,0.0002
Alexei Popyrin,0.2992,0.0618,0.0196,0.004,0.0002,0.0,0.0,0.0
Federico Coria,0.2852,0.1162,0.0364,0.0086,0.0016,0.0004,0.0,0.0
Sho Shimabukuro,0.3718,0.1312,0.038,0.0106,0.002,0.001,0.0002,0.0002
Arthur Fils,0.3812,0.1342,0.0402,0.0112,0.0016,0.0002,0.0,0.0
Zhizhen Zhang,0.281,0.1144,0.0308,0.0086,0.0016,0.0004,0.0,0.0
Matteo Arnaldi,0.5016,0.1076,0.0368,0.0104,0.0014,0.0006,0.0,0.0
George Loffhagen,0.1858,0.0996,0.0382,0.0104,0.002,0.0004,0.0,0.0
Arthur Fery,0.1784,0.0896,0.0434,0.0152,0.0044,0.0012,0.0002,0.0002
Alexander Shevchenko,0.4492,0.0934,0.0444,0.015,0.0028,0.0004,0.0,0.0
Hugo Dellien,0.3476,0.1356,0.0284,0.0074,0.0006,0.0002,0.0,0.0
Tallon Griekspoor,0.4434,0.2192,0.0618,0.021,0.0066,0.001,0.0,0.0
Nuno Borges,0.409,0.2074,0.0592,0.0152,0.0042,0.0006,0.0,0.0
Sebastian Ofner,0.5124,0.2306,0.0718,0.0232,0.0062,0.001,0.0,0.0
Dennis Novak,0.1862,0.0334,0.0114,0.0032,0.0008,0.0,0.0,0.0
Shintaro Mochizuki,0.2146,0.0644,0.0284,0.0082,0.002,0.0006,0.0,0.0
Tomas Machac,0.2334,0.1344,0.0526,0.0198,0.006,0.001,0.0004,0.0004
Thiago Monteiro,0.4934,0.117,0.0384,0.0076,0.0012,0.0002,0.0,0.0
Hamad Medjedovic,0.5478,0.1642,0.0476,0.0144,0.0032,0.0008,0.0002,0.0002
Sebastian Korda,0.7524,0.5806,0.3368,0.1884,0.1018,0.0392,0.0092,0.0092
Taro Daniel,0.3906,0.1228,0.0224,0.0044,0.0014,0.0004,0.0,0.0
Maxime Cressy,0.6016,0.3906,0.1502,0.0592,0.0234,0.0058,0.0012,0.0012
Ryan Peniston,0.3976,0.0984,0.0514,0.018,0.005,0.0012,0.0,0.0
Dominic Thiem,0.298,0.1768,0.113,0.0534,0.0234,0.0066,0.0018,0.0018
Juan Manuel Cerundolo,0.162,0.0556,0.0252,0.0074,0.0022,0.0002,0.0,0.0
Miomir Kecmanovic,0.667,0.2504,0.1738,0.0886,0.0456,0.0084,0.0034,0.0034
Daniel Altmaier,0.3538,0.1184,0.0176,0.0048,0.001,0.0,0.0,0.0
Daniel Evans,0.76,0.4962,0.1584,0.0624,0.0248,0.004,0.0012,0.0012
Yoshihito Nishioka,0.4792,0.282,0.091,0.0344,0.0154,0.003,0.0006,0.0006
Dominik Koepfer,0.3746,0.1262,0.032,0.007,0.001,0.0002,0.0002,0.0002
Alex Molcan,0.4556,0.1472,0.0792,0.0292,0.0092,0.002,0.0,0.0
Yannick Hanfmann,0.154,0.0468,0.0184,0.0042,0.0006,0.0002,0.0,0.0
Borna Coric,0.7654,0.5344,0.308,0.1452,0.0656,0.0128,0.004,0.004
Benjamin Bonzi,0.5468,0.2146,0.0876,0.029,0.0062,0.0006,0.0002,0.0002
Richard Gasquet,0.4472,0.2202,0.1076,0.0446,0.017,0.0028,0.0006,0.0006
Roberto Bautista Agut,0.5736,0.289,0.1554,0.067,0.0262,0.0064,0.003,0.003
Radu Albot,0.2206,0.097,0.019,0.0048,0.0006,0.0002,0.0,0.0
Lloyd Harris,0.5914,0.2068,0.0572,0.0208,0.0048,0.0004,0.0002,0.0002
Constant Lestienne,0.5066,0.1268,0.0536,0.023,0.0054,0.001,0.0002,0.0002
Laurent Lokoli,0.1766,0.0822,0.0302,0.01,0.0024,0.0002,0.0002,0.0002
Max Purcell,0.17,0.091,0.0386,0.0088,0.0012,0.0002,0.0,0.0
Luca Van Assche,0.588,0.1372,0.0626,0.0148,0.0012,0.0004,0.0002,0.0002
Sebastian Baez,0.617,0.3086,0.1026,0.0276,0.0046,0.0018,0.0,0.0
Fabian Marozsan,0.4114,0.2052,0.0574,0.0138,0.001,0.0008,0.0002,0.0002
Mackenzie Mcdonald,0.363,0.1786,0.0538,0.0218,0.0022,0.0004,0.0002,0.0002
Enzo Couacaud,0.3152,0.0914,0.0216,0.0052,0.0,0.0,0.0,0.0
Borna Gojo,0.5962,0.1048,0.0342,0.0102,0.001,0.0002,0.0,0.0
Felix Auger Aliassime,0.9042,0.7934,0.6002,0.4054,0.1458,0.095,0.0528,0.0528
Juan Pablo Varillas,0.3218,0.1392,0.0464,0.0046,0.0008,0.0002,0.0,0.0
John Isner,0.608,0.3018,0.1374,0.018,0.0056,0.0014,0.0002,0.0002
Dusan Lajovic,0.399,0.0884,0.0264,0.0012,0.0004,0.0,0.0,0.0
Albert Ramos,0.2034,0.1002,0.0368,0.0018,0.0002,0.0,0.0,0.0
Bernabe Zapata Miralles,0.6376,0.252,0.0154,0.0048,0.0018,0.0006,0.0,0.0
Emil Ruusuvuori,0.6348,0.4412,0.053,0.024,0.0094,0.004,0.0008,0.0008
Brandon Nakashima,0.7382,0.109,0.0812,0.0462,0.022,0.0112,0.0056,0.0056
Pedro Cachin,0.0398,0.0136,0.0076,0.0032,0.0008,0.0,0.0,0.0
